"date_start","date_end","region","sub_region_1","coverage_type","coverage_cum_percent","coverage_cum_individuals"
"2023-07-02","2023-07-08","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.925483969771,473061
"2023-07-02","2023-07-08","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4786003162915,297424
"2023-07-02","2023-07-08","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.2852436882341,149006
"2023-07-09","2023-07-15","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3320498315404,488461
"2023-07-09","2023-07-15","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9264215928341,473067
"2023-07-09","2023-07-15","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.479381668844,297429
"2023-07-09","2023-07-15","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.2885253689547,149027
"2023-07-16","2023-07-22","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3323623725614,488463
"2023-07-16","2023-07-22","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9273592158971,473073
"2023-07-16","2023-07-22","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4814131854806,297442
"2023-07-16","2023-07-22","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.2918070496753,149048
"2023-07-23","2023-07-29","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3329874546034,488467
"2023-07-23","2023-07-29","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9278280274286,473076
"2023-07-23","2023-07-29","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4825070790541,297449
"2023-07-23","2023-07-29","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.2946199188644,149066
"2023-07-30","2023-08-05","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3336125366454,488471
"2023-07-30","2023-08-05","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9286093799811,473081
"2023-07-30","2023-08-05","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4837572431382,297457
"2023-07-30","2023-08-05","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.2969639765219,149081
"2023-08-06","2023-08-12","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3348627007295,488479
"2023-08-06","2023-08-12","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9289219210021,473083
"2023-08-06","2023-08-12","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4845385956907,297462
"2023-08-06","2023-08-12","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.299151763669,149095
"2023-08-13","2023-08-19","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3361128648135,488487
"2023-08-13","2023-08-19","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9306408966177,473094
"2023-08-13","2023-08-19","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4857887597747,297470
"2023-08-13","2023-08-19","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3025897149001,149117
"2023-08-20","2023-08-26","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3375192994081,488496
"2023-08-20","2023-08-26","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9320473312122,473103
"2023-08-20","2023-08-26","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4882890879428,297486
"2023-08-20","2023-08-26","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3064964776627,149142
"2023-08-27","2023-09-02","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3395508160446,488509
"2023-08-27","2023-09-02","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9336100363173,473113
"2023-08-27","2023-09-02","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4903206045794,297499
"2023-08-27","2023-09-02","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3104032404253,149167
"2023-09-03","2023-09-09","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3406447096181,488516
"2023-09-03","2023-09-09","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9342351183593,473117
"2023-09-03","2023-09-09","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4914144981529,297506
"2023-09-03","2023-09-09","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3130598391039,149184
"2023-09-10","2023-09-16","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3426762262547,488529
"2023-09-10","2023-09-16","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9350164709118,473122
"2023-09-10","2023-09-16","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4929772032579,297516
"2023-09-10","2023-09-16","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.317435413398,149212
"2023-09-17","2023-09-23","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3447077428912,488542
"2023-09-17","2023-09-23","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9362666349958,473130
"2023-09-17","2023-09-23","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4950087198945,297529
"2023-09-17","2023-09-23","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3236862338182,149252
"2023-09-24","2023-09-30","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3459579069753,488550
"2023-09-24","2023-09-30","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9368917170379,473134
"2023-09-24","2023-09-30","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.497040236531,297542
"2023-09-24","2023-09-30","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3264991030073,149270
"2023-10-01","2023-10-07","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3465829890173,488554
"2023-10-01","2023-10-07","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9379856106114,473141
"2023-10-01","2023-10-07","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.4984466711256,297551
"2023-10-01","2023-10-07","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.334468899043,149321
"2023-10-08","2023-10-14","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3483019646329,488565
"2023-10-08","2023-10-14","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9400171272479,473154
"2023-10-08","2023-10-14","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.5029785159302,297580
"2023-10-08","2023-10-14","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.3610348858288,149491
"2023-10-15","2023-10-21","ON","Simcoe Muskoka District Health Unit","At least one dose",76.351739915864,488587
"2023-10-15","2023-10-21","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9465804886891,473196
"2023-10-15","2023-10-21","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.5167303208546,297668
"2023-10-15","2023-10-21","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.4390138705705,149990
"2023-10-22","2023-10-28","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3595534413892,488637
"2023-10-22","2023-10-28","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9600197525925,473282
"2023-10-22","2023-10-28","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.5384519218147,297807
"2023-10-22","2023-10-28","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.5607485982535,150769
"2023-10-29","2023-11-04","ON","Simcoe Muskoka District Health Unit","At least one dose",76.3681483194669,488692
"2023-10-29","2023-11-04","ON","Simcoe Muskoka District Health Unit","Completed primary series",73.9715837703699,473356
"2023-10-29","2023-11-04","ON","Simcoe Muskoka District Health Unit","Completed primary series and 1 booster dose",46.5667368842161,297988
"2023-10-29","2023-11-04","ON","Simcoe Muskoka District Health Unit","Completed primary series and 2+ booster doses",23.7285831265354,151843
"2020-12-13","2020-12-19","ON","Southwestern Public Health","At least one dose",0.000867509596824915,2
"2020-12-13","2020-12-19","ON","Southwestern Public Health","Completed primary series",0,0
"2020-12-13","2020-12-19","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-13","2020-12-19","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2020-12-20","2020-12-26","ON","Southwestern Public Health","At least one dose",0.0299290810904596,69
"2020-12-20","2020-12-26","ON","Southwestern Public Health","Completed primary series",0,0
"2020-12-20","2020-12-26","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-20","2020-12-26","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2020-12-27","2021-01-02","ON","Southwestern Public Health","At least one dose",0.185647053720532,428
"2020-12-27","2021-01-02","ON","Southwestern Public Health","Completed primary series",0,0
"2020-12-27","2021-01-02","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-27","2021-01-02","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-03","2021-01-09","ON","Southwestern Public Health","At least one dose",0.566483766726669,1306
"2021-01-03","2021-01-09","ON","Southwestern Public Health","Completed primary series",0.000433754798412457,1
"2021-01-03","2021-01-09","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-03","2021-01-09","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-10","2021-01-16","ON","Southwestern Public Health","At least one dose",0.960333123685181,2214
"2021-01-10","2021-01-16","ON","Southwestern Public Health","Completed primary series",0.0273265522999848,63
"2021-01-10","2021-01-16","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-10","2021-01-16","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-17","2021-01-23","ON","Southwestern Public Health","At least one dose",1.14381140341365,2637
"2021-01-17","2021-01-23","ON","Southwestern Public Health","Completed primary series",0.14834414105706,342
"2021-01-17","2021-01-23","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-17","2021-01-23","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-24","2021-01-30","ON","Southwestern Public Health","At least one dose",1.2362011754755,2850
"2021-01-24","2021-01-30","ON","Southwestern Public Health","Completed primary series",0.180875750937995,417
"2021-01-24","2021-01-30","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-24","2021-01-30","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-31","2021-02-06","ON","Southwestern Public Health","At least one dose",1.26266021817866,2911
"2021-01-31","2021-02-06","ON","Southwestern Public Health","Completed primary series",0.226853759569715,523
"2021-01-31","2021-02-06","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-31","2021-02-06","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-07","2021-02-13","ON","Southwestern Public Health","At least one dose",1.31210826519768,3025
"2021-02-07","2021-02-13","ON","Southwestern Public Health","Completed primary series",0.60899173697109,1404
"2021-02-07","2021-02-13","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-07","2021-02-13","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-14","2021-02-20","ON","Southwestern Public Health","At least one dose",1.60532650892451,3701
"2021-02-14","2021-02-20","ON","Southwestern Public Health","Completed primary series",1.05575917933592,2434
"2021-02-14","2021-02-20","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-14","2021-02-20","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-21","2021-02-27","ON","Southwestern Public Health","At least one dose",2.18091912641784,5028
"2021-02-21","2021-02-27","ON","Southwestern Public Health","Completed primary series",1.22058600273266,2814
"2021-02-21","2021-02-27","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-21","2021-02-27","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-28","2021-03-06","ON","Southwestern Public Health","At least one dose",2.8935782602095,6671
"2021-02-28","2021-03-06","ON","Southwestern Public Health","Completed primary series",1.26569650176755,2918
"2021-02-28","2021-03-06","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-28","2021-03-06","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-07","2021-03-13","ON","Southwestern Public Health","At least one dose",3.76455789542172,8679
"2021-03-07","2021-03-13","ON","Southwestern Public Health","Completed primary series",1.37326769177384,3166
"2021-03-07","2021-03-13","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-03-07","2021-03-13","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-14","2021-03-20","ON","Southwestern Public Health","At least one dose",5.17469474506062,11930
"2021-03-14","2021-03-20","ON","Southwestern Public Health","Completed primary series",1.46175367064998,3370
"2021-03-14","2021-03-20","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-03-14","2021-03-20","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-21","2021-03-27","ON","Southwestern Public Health","At least one dose",7.98369081957969,18406
"2021-03-21","2021-03-27","ON","Southwestern Public Health","Completed primary series",1.49949033811187,3457
"2021-03-21","2021-03-27","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-03-21","2021-03-27","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-28","2021-04-03","ON","Southwestern Public Health","At least one dose",10.9076319156781,25147
"2021-03-28","2021-04-03","ON","Southwestern Public Health","Completed primary series",1.5285519096055,3524
"2021-03-28","2021-04-03","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-03-28","2021-04-03","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-04","2021-04-10","ON","Southwestern Public Health","At least one dose",14.3924179661237,33181
"2021-04-04","2021-04-10","ON","Southwestern Public Health","Completed primary series",1.56238478388167,3602
"2021-04-04","2021-04-10","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-04-04","2021-04-10","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-11","2021-04-17","ON","Southwestern Public Health","At least one dose",18.7121820035134,43140
"2021-04-11","2021-04-17","ON","Southwestern Public Health","Completed primary series",1.60142271573879,3692
"2021-04-11","2021-04-17","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-04-11","2021-04-17","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-18","2021-04-24","ON","Southwestern Public Health","At least one dose",24.2334468325056,55869
"2021-04-18","2021-04-24","ON","Southwestern Public Health","Completed primary series",1.65130451755623,3807
"2021-04-18","2021-04-24","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-04-18","2021-04-24","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-25","2021-05-01","ON","Southwestern Public Health","At least one dose",29.5395692814852,68102
"2021-04-25","2021-05-01","ON","Southwestern Public Health","Completed primary series",1.72938038127047,3987
"2021-04-25","2021-05-01","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-04-25","2021-05-01","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-02","2021-05-08","ON","Southwestern Public Health","At least one dose",34.5702574334729,79700
"2021-05-02","2021-05-08","ON","Southwestern Public Health","Completed primary series",1.80572122579106,4163
"2021-05-02","2021-05-08","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-05-02","2021-05-08","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-09","2021-05-15","ON","Southwestern Public Health","At least one dose",38.2432930664295,88168
"2021-05-09","2021-05-15","ON","Southwestern Public Health","Completed primary series",1.9046173198291,4391
"2021-05-09","2021-05-15","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-05-09","2021-05-15","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-16","2021-05-22","ON","Southwestern Public Health","At least one dose",42.2880565616257,97493
"2021-05-16","2021-05-22","ON","Southwestern Public Health","Completed primary series",2.10154199830836,4845
"2021-05-16","2021-05-22","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-05-16","2021-05-22","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-23","2021-05-29","ON","Southwestern Public Health","At least one dose",46.82513175302,107953
"2021-05-23","2021-05-29","ON","Southwestern Public Health","Completed primary series",2.55481576264937,5890
"2021-05-23","2021-05-29","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0,0
"2021-05-23","2021-05-29","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-30","2021-06-05","ON","Southwestern Public Health","At least one dose",51.539612656965,118822
"2021-05-30","2021-06-05","ON","Southwestern Public Health","Completed primary series",3.4019388839489,7843
"2021-05-30","2021-06-05","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.000433754798412457,1
"2021-05-30","2021-06-05","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-06","2021-06-12","ON","Southwestern Public Health","At least one dose",54.7125290073521,126137
"2021-06-06","2021-06-12","ON","Southwestern Public Health","Completed primary series",6.03830054869982,13921
"2021-06-06","2021-06-12","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.000433754798412457,1
"2021-06-06","2021-06-12","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-13","2021-06-19","ON","Southwestern Public Health","At least one dose",56.7568153722701,130850
"2021-06-13","2021-06-19","ON","Southwestern Public Health","Completed primary series",10.6421739790496,24535
"2021-06-13","2021-06-19","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.000433754798412457,1
"2021-06-13","2021-06-19","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-20","2021-06-26","ON","Southwestern Public Health","At least one dose",57.626493743087,132855
"2021-06-20","2021-06-26","ON","Southwestern Public Health","Completed primary series",17.780042941725,40991
"2021-06-20","2021-06-26","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.000433754798412457,1
"2021-06-20","2021-06-26","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-27","2021-07-03","ON","Southwestern Public Health","At least one dose",58.2714871283264,134342
"2021-06-27","2021-07-03","ON","Southwestern Public Health","Completed primary series",25.0228805656163,57689
"2021-06-27","2021-07-03","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.000433754798412457,1
"2021-06-27","2021-07-03","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-04","2021-07-10","ON","Southwestern Public Health","At least one dose",59.0158103624021,136058
"2021-07-04","2021-07-10","ON","Southwestern Public Health","Completed primary series",33.5548374503893,77359
"2021-07-04","2021-07-10","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.00216877399206229,5
"2021-07-04","2021-07-10","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-11","2021-07-17","ON","Southwestern Public Health","At least one dose",59.8486195753541,137978
"2021-07-11","2021-07-17","ON","Southwestern Public Health","Completed primary series",40.6272094385044,93664
"2021-07-11","2021-07-17","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.00260252879047474,6
"2021-07-11","2021-07-17","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-18","2021-07-24","ON","Southwestern Public Health","At least one dose",60.6935739226615,139926
"2021-07-18","2021-07-24","ON","Southwestern Public Health","Completed primary series",46.0816760285411,106239
"2021-07-18","2021-07-24","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.00260252879047474,6
"2021-07-18","2021-07-24","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-25","2021-07-31","ON","Southwestern Public Health","At least one dose",61.3324947407231,141399
"2021-07-25","2021-07-31","ON","Southwestern Public Health","Completed primary series",49.5339304691058,114198
"2021-07-25","2021-07-31","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.0030362835888872,7
"2021-07-25","2021-07-31","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-01","2021-08-07","ON","Southwestern Public Health","At least one dose",61.7853347502657,142443
"2021-08-01","2021-08-07","ON","Southwestern Public Health","Completed primary series",52.3008523281789,120577
"2021-08-01","2021-08-07","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.0030362835888872,7
"2021-08-01","2021-08-07","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-08","2021-08-14","ON","Southwestern Public Health","At least one dose",62.222125832267,143450
"2021-08-08","2021-08-14","ON","Southwestern Public Health","Completed primary series",54.8105575917934,126363
"2021-08-08","2021-08-14","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.00390379318571212,9
"2021-08-08","2021-08-14","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-15","2021-08-21","ON","Southwestern Public Health","At least one dose",62.7443666095556,144654
"2021-08-15","2021-08-21","ON","Southwestern Public Health","Completed primary series",56.6735344509749,130658
"2021-08-15","2021-08-21","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.00563881237936195,13
"2021-08-15","2021-08-21","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-22","2021-08-28","ON","Southwestern Public Health","At least one dose",63.2739812184172,145875
"2021-08-22","2021-08-28","ON","Southwestern Public Health","Completed primary series",58.1981825673947,134173
"2021-08-22","2021-08-28","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.0121451343555488,28
"2021-08-22","2021-08-28","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-29","2021-09-04","ON","Southwestern Public Health","At least one dose",64.0039905441454,147558
"2021-08-29","2021-09-04","ON","Southwestern Public Health","Completed primary series",59.2708581838687,136646
"2021-08-29","2021-09-04","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.123186362749138,284
"2021-08-29","2021-09-04","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-09-05","2021-09-11","ON","Southwestern Public Health","At least one dose",64.6819492940641,149121
"2021-09-05","2021-09-11","ON","Southwestern Public Health","Completed primary series",60.1136437571841,138589
"2021-09-05","2021-09-11","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.317942267236331,733
"2021-09-05","2021-09-11","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-09-12","2021-09-18","ON","Southwestern Public Health","At least one dose",65.3074237133748,150563
"2021-09-12","2021-09-18","ON","Southwestern Public Health","Completed primary series",60.9403804029582,140495
"2021-09-12","2021-09-18","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.346570083931553,799
"2021-09-12","2021-09-18","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-09-19","2021-09-25","ON","Southwestern Public Health","At least one dose",65.9836474440998,152122
"2021-09-19","2021-09-25","ON","Southwestern Public Health","Completed primary series",61.9232687761608,142761
"2021-09-19","2021-09-25","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.382571732199787,882
"2021-09-19","2021-09-25","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-09-26","2021-10-02","ON","Southwestern Public Health","At least one dose",66.4937430870329,153298
"2021-09-26","2021-10-02","ON","Southwestern Public Health","Completed primary series",62.8189724348826,144826
"2021-09-26","2021-10-02","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.427682231234683,986
"2021-09-26","2021-10-02","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-10-03","2021-10-09","ON","Southwestern Public Health","At least one dose",66.9240278470581,154290
"2021-10-03","2021-10-09","ON","Southwestern Public Health","Completed primary series",63.6205513023488,146674
"2021-10-03","2021-10-09","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.472358975471166,1089
"2021-10-03","2021-10-09","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-10-10","2021-10-16","ON","Southwestern Public Health","At least one dose",67.2536814938515,155050
"2021-10-10","2021-10-16","ON","Southwestern Public Health","Completed primary series",64.2282417749246,148075
"2021-10-10","2021-10-16","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.532650892450498,1228
"2021-10-10","2021-10-16","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-10-17","2021-10-23","ON","Southwestern Public Health","At least one dose",67.5807326118545,155804
"2021-10-17","2021-10-23","ON","Southwestern Public Health","Completed primary series",64.86065627101,149533
"2021-10-17","2021-10-23","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.751697065648789,1733
"2021-10-17","2021-10-23","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-10-24","2021-10-30","ON","Southwestern Public Health","At least one dose",67.8474918128782,156419
"2021-10-24","2021-10-30","ON","Southwestern Public Health","Completed primary series",65.3698844043462,150707
"2021-10-24","2021-10-30","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.825869136177319,1904
"2021-10-24","2021-10-30","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-10-31","2021-11-06","ON","Southwestern Public Health","At least one dose",68.063935457286,156918
"2021-10-31","2021-11-06","ON","Southwestern Public Health","Completed primary series",65.8097117699365,151721
"2021-10-31","2021-11-06","ON","Southwestern Public Health","Completed primary series and 1 booster dose",0.962501897677243,2219
"2021-10-31","2021-11-06","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-11-07","2021-11-13","ON","Southwestern Public Health","At least one dose",68.2339673382637,157310
"2021-11-07","2021-11-13","ON","Southwestern Public Health","Completed primary series",66.1593181374569,152527
"2021-11-07","2021-11-13","ON","Southwestern Public Health","Completed primary series and 1 booster dose",1.29389056366436,2983
"2021-11-07","2021-11-13","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-11-14","2021-11-20","ON","Southwestern Public Health","At least one dose",68.4595198334382,157830
"2021-11-14","2021-11-20","ON","Southwestern Public Health","Completed primary series",66.5440586436487,153414
"2021-11-14","2021-11-20","ON","Southwestern Public Health","Completed primary series and 1 booster dose",1.65000325316099,3804
"2021-11-14","2021-11-20","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-11-21","2021-11-27","ON","Southwestern Public Health","At least one dose",68.8698518727363,158776
"2021-11-21","2021-11-27","ON","Southwestern Public Health","Completed primary series",66.8628684204819,154149
"2021-11-21","2021-11-27","ON","Southwestern Public Health","Completed primary series and 1 booster dose",2.51447656639702,5797
"2021-11-21","2021-11-27","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-11-28","2021-12-04","ON","Southwestern Public Health","At least one dose",70.2270706369689,161905
"2021-11-28","2021-12-04","ON","Southwestern Public Health","Completed primary series",67.1014335596088,154699
"2021-11-28","2021-12-04","ON","Southwestern Public Health","Completed primary series and 1 booster dose",3.90422694051053,9001
"2021-11-28","2021-12-04","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-12-05","2021-12-11","ON","Southwestern Public Health","At least one dose",71.108460387343,163937
"2021-12-05","2021-12-11","ON","Southwestern Public Health","Completed primary series",67.3070333340563,155173
"2021-12-05","2021-12-11","ON","Southwestern Public Health","Completed primary series and 1 booster dose",6.04524062547442,13937
"2021-12-05","2021-12-11","ON","Southwestern Public Health","Completed primary series and 2+ booster doses",0,0
"2021-12-12","2021-12-18","ON","Southwestern Public Health","At least one dose",71.5348413541825,164920
