"date_start","date_end","region","sub_region_1","dose_weekly_type","dose_weekly_value"
"2023-03-19","2023-03-25","ON",,"Dose 4",34
"2023-03-19","2023-03-25","ON",,"Dose 5",73
"2023-03-19","2023-03-25","ON",,"Dose 6",36
"2023-03-19","2023-03-25","ON",,"Dose 7",0
"2023-03-19","2023-03-25","ON",,"Dose 8",0
"2023-03-26","2023-04-01","ON",,"Dose 1",10
"2023-03-26","2023-04-01","ON",,"Dose 2",3
"2023-03-26","2023-04-01","ON",,"Dose 3",16
"2023-03-26","2023-04-01","ON",,"Dose 4",29
"2023-03-26","2023-04-01","ON",,"Dose 5",76
"2023-03-26","2023-04-01","ON",,"Dose 6",68
"2023-03-26","2023-04-01","ON",,"Dose 7",1
"2023-03-26","2023-04-01","ON",,"Dose 8",0
"2023-04-02","2023-04-08","ON",,"Dose 1",5
"2023-04-02","2023-04-08","ON",,"Dose 2",4
"2023-04-02","2023-04-08","ON",,"Dose 3",13
"2023-04-02","2023-04-08","ON",,"Dose 4",40
"2023-04-02","2023-04-08","ON",,"Dose 5",80
"2023-04-02","2023-04-08","ON",,"Dose 6",168
"2023-04-02","2023-04-08","ON",,"Dose 7",1
"2023-04-02","2023-04-08","ON",,"Dose 8",0
"2023-04-09","2023-04-15","ON",,"Dose 1",4
"2023-04-09","2023-04-15","ON",,"Dose 2",8
"2023-04-09","2023-04-15","ON",,"Dose 3",17
"2023-04-09","2023-04-15","ON",,"Dose 4",46
"2023-04-09","2023-04-15","ON",,"Dose 5",134
"2023-04-09","2023-04-15","ON",,"Dose 6",420
"2023-04-09","2023-04-15","ON",,"Dose 7",2
"2023-04-09","2023-04-15","ON",,"Dose 8",0
"2023-04-16","2023-04-22","ON",,"Dose 1",9
"2023-04-16","2023-04-22","ON",,"Dose 2",14
"2023-04-16","2023-04-22","ON",,"Dose 3",16
"2023-04-16","2023-04-22","ON",,"Dose 4",34
"2023-04-16","2023-04-22","ON",,"Dose 5",133
"2023-04-16","2023-04-22","ON",,"Dose 6",549
"2023-04-16","2023-04-22","ON",,"Dose 7",3
"2023-04-16","2023-04-22","ON",,"Dose 8",0
"2023-04-23","2023-04-29","ON",,"Dose 1",3
"2023-04-23","2023-04-29","ON",,"Dose 2",15
"2023-04-23","2023-04-29","ON",,"Dose 3",18
"2023-04-23","2023-04-29","ON",,"Dose 4",64
"2023-04-23","2023-04-29","ON",,"Dose 5",176
"2023-04-23","2023-04-29","ON",,"Dose 6",647
"2023-04-23","2023-04-29","ON",,"Dose 7",6
"2023-04-23","2023-04-29","ON",,"Dose 8",0
"2023-04-30","2023-05-06","ON",,"Dose 1",7
"2023-04-30","2023-05-06","ON",,"Dose 2",7
"2023-04-30","2023-05-06","ON",,"Dose 3",12
"2023-04-30","2023-05-06","ON",,"Dose 4",52
"2023-04-30","2023-05-06","ON",,"Dose 5",143
"2023-04-30","2023-05-06","ON",,"Dose 6",641
"2023-04-30","2023-05-06","ON",,"Dose 7",3
"2023-04-30","2023-05-06","ON",,"Dose 8",0
"2023-05-07","2023-05-13","ON",,"Dose 1",1
"2023-05-07","2023-05-13","ON",,"Dose 2",3
"2023-05-07","2023-05-13","ON",,"Dose 3",8
"2023-05-07","2023-05-13","ON",,"Dose 4",25
"2023-05-07","2023-05-13","ON",,"Dose 5",121
"2023-05-07","2023-05-13","ON",,"Dose 6",714
"2023-05-07","2023-05-13","ON",,"Dose 7",2
"2023-05-07","2023-05-13","ON",,"Dose 8",1
"2023-05-14","2023-05-20","ON",,"Dose 1",5
"2023-05-14","2023-05-20","ON",,"Dose 2",4
"2023-05-14","2023-05-20","ON",,"Dose 3",8
"2023-05-14","2023-05-20","ON",,"Dose 4",46
"2023-05-14","2023-05-20","ON",,"Dose 5",194
"2023-05-14","2023-05-20","ON",,"Dose 6",830
"2023-05-14","2023-05-20","ON",,"Dose 7",5
"2023-05-14","2023-05-20","ON",,"Dose 8",0
"2023-05-21","2023-05-27","ON",,"Dose 1",0
"2023-05-21","2023-05-27","ON",,"Dose 2",3
"2023-05-21","2023-05-27","ON",,"Dose 3",4
"2023-05-21","2023-05-27","ON",,"Dose 4",23
"2023-05-21","2023-05-27","ON",,"Dose 5",85
"2023-05-21","2023-05-27","ON",,"Dose 6",282
"2023-05-21","2023-05-27","ON",,"Dose 7",6
"2023-05-21","2023-05-27","ON",,"Dose 8",0
"2023-05-28","2023-06-03","ON",,"Dose 1",7
"2023-05-28","2023-06-03","ON",,"Dose 2",5
"2023-05-28","2023-06-03","ON",,"Dose 3",4
"2023-05-28","2023-06-03","ON",,"Dose 4",25
"2023-05-28","2023-06-03","ON",,"Dose 5",110
"2023-05-28","2023-06-03","ON",,"Dose 6",335
"2023-05-28","2023-06-03","ON",,"Dose 7",3
"2023-05-28","2023-06-03","ON",,"Dose 8",0
"2023-06-04","2023-06-10","ON",,"Dose 1",5
"2023-06-04","2023-06-10","ON",,"Dose 2",2
"2023-06-04","2023-06-10","ON",,"Dose 3",6
"2023-06-04","2023-06-10","ON",,"Dose 4",22
"2023-06-04","2023-06-10","ON",,"Dose 5",91
"2023-06-04","2023-06-10","ON",,"Dose 6",301
"2023-06-04","2023-06-10","ON",,"Dose 7",2
"2023-06-04","2023-06-10","ON",,"Dose 8",0
"2023-06-11","2023-06-17","ON",,"Dose 1",3
"2023-06-11","2023-06-17","ON",,"Dose 2",3
"2023-06-11","2023-06-17","ON",,"Dose 3",9
"2023-06-11","2023-06-17","ON",,"Dose 4",32
"2023-06-11","2023-06-17","ON",,"Dose 5",111
"2023-06-11","2023-06-17","ON",,"Dose 6",428
"2023-06-11","2023-06-17","ON",,"Dose 7",8
"2023-06-11","2023-06-17","ON",,"Dose 8",1
"2023-06-18","2023-06-24","ON",,"Dose 1",1
"2023-06-18","2023-06-24","ON",,"Dose 2",0
"2023-06-18","2023-06-24","ON",,"Dose 3",6
"2023-06-18","2023-06-24","ON",,"Dose 4",15
"2023-06-18","2023-06-24","ON",,"Dose 5",59
"2023-06-18","2023-06-24","ON",,"Dose 6",155
"2023-06-18","2023-06-24","ON",,"Dose 7",8
"2023-06-18","2023-06-24","ON",,"Dose 8",0
"2023-06-25","2023-07-01","ON",,"Dose 1",3
"2023-06-25","2023-07-01","ON",,"Dose 2",5
"2023-06-25","2023-07-01","ON",,"Dose 3",10
"2023-06-25","2023-07-01","ON",,"Dose 4",26
"2023-06-25","2023-07-01","ON",,"Dose 5",62
"2023-06-25","2023-07-01","ON",,"Dose 6",196
"2023-06-25","2023-07-01","ON",,"Dose 7",5
"2023-06-25","2023-07-01","ON",,"Dose 8",1
"2023-07-02","2023-07-08","ON",,"Dose 1",0
"2023-07-02","2023-07-08","ON",,"Dose 2",1
"2023-07-02","2023-07-08","ON",,"Dose 3",0
"2023-07-02","2023-07-08","ON",,"Dose 4",6
"2023-07-02","2023-07-08","ON",,"Dose 5",15
"2023-07-02","2023-07-08","ON",,"Dose 6",65
"2023-07-02","2023-07-08","ON",,"Dose 7",4
"2023-07-02","2023-07-08","ON",,"Dose 8",0
"2023-07-09","2023-07-15","ON",,"Dose 1",2
"2023-07-09","2023-07-15","ON",,"Dose 2",3
"2023-07-09","2023-07-15","ON",,"Dose 3",8
"2023-07-09","2023-07-15","ON",,"Dose 4",13
"2023-07-09","2023-07-15","ON",,"Dose 5",35
"2023-07-09","2023-07-15","ON",,"Dose 6",123
"2023-07-09","2023-07-15","ON",,"Dose 7",3
"2023-07-09","2023-07-15","ON",,"Dose 8",0
"2023-07-16","2023-07-22","ON",,"Dose 1",1
"2023-07-16","2023-07-22","ON",,"Dose 2",0
"2023-07-16","2023-07-22","ON",,"Dose 3",0
"2023-07-16","2023-07-22","ON",,"Dose 4",3
"2023-07-16","2023-07-22","ON",,"Dose 5",11
"2023-07-16","2023-07-22","ON",,"Dose 6",30
"2023-07-16","2023-07-22","ON",,"Dose 7",0
"2023-07-16","2023-07-22","ON",,"Dose 8",0
"2023-07-23","2023-07-29","ON",,"Dose 1",2
"2023-07-23","2023-07-29","ON",,"Dose 2",1
"2023-07-23","2023-07-29","ON",,"Dose 3",2
"2023-07-23","2023-07-29","ON",,"Dose 4",7
"2023-07-23","2023-07-29","ON",,"Dose 5",17
"2023-07-23","2023-07-29","ON",,"Dose 6",28
"2023-07-23","2023-07-29","ON",,"Dose 7",1
"2023-07-23","2023-07-29","ON",,"Dose 8",0
"2023-07-30","2023-08-05","ON",,"Dose 1",2
"2023-07-30","2023-08-05","ON",,"Dose 2",4
"2023-07-30","2023-08-05","ON",,"Dose 3",2
"2023-07-30","2023-08-05","ON",,"Dose 4",8
"2023-07-30","2023-08-05","ON",,"Dose 5",12
"2023-07-30","2023-08-05","ON",,"Dose 6",14
"2023-07-30","2023-08-05","ON",,"Dose 7",3
"2023-07-30","2023-08-05","ON",,"Dose 8",0
"2023-08-06","2023-08-12","ON",,"Dose 1",3
"2023-08-06","2023-08-12","ON",,"Dose 2",1
"2023-08-06","2023-08-12","ON",,"Dose 3",6
"2023-08-06","2023-08-12","ON",,"Dose 4",4
"2023-08-06","2023-08-12","ON",,"Dose 5",11
"2023-08-06","2023-08-12","ON",,"Dose 6",30
"2023-08-06","2023-08-12","ON",,"Dose 7",3
"2023-08-06","2023-08-12","ON",,"Dose 8",0
"2023-08-13","2023-08-19","ON",,"Dose 1",0
"2023-08-13","2023-08-19","ON",,"Dose 2",0
"2023-08-13","2023-08-19","ON",,"Dose 3",0
"2023-08-13","2023-08-19","ON",,"Dose 4",2
"2023-08-13","2023-08-19","ON",,"Dose 5",5
"2023-08-13","2023-08-19","ON",,"Dose 6",15
"2023-08-13","2023-08-19","ON",,"Dose 7",1
"2023-08-13","2023-08-19","ON",,"Dose 8",1
"2023-08-20","2023-08-26","ON",,"Dose 1",2
"2023-08-20","2023-08-26","ON",,"Dose 2",5
"2023-08-20","2023-08-26","ON",,"Dose 3",5
"2023-08-20","2023-08-26","ON",,"Dose 4",3
"2023-08-20","2023-08-26","ON",,"Dose 5",13
"2023-08-20","2023-08-26","ON",,"Dose 6",26
"2023-08-20","2023-08-26","ON",,"Dose 7",1
"2023-08-20","2023-08-26","ON",,"Dose 8",1
"2023-08-27","2023-09-02","ON",,"Dose 1",3
"2023-08-27","2023-09-02","ON",,"Dose 2",0
"2023-08-27","2023-09-02","ON",,"Dose 3",1
"2023-08-27","2023-09-02","ON",,"Dose 4",0
"2023-08-27","2023-09-02","ON",,"Dose 5",3
"2023-08-27","2023-09-02","ON",,"Dose 6",7
"2023-08-27","2023-09-02","ON",,"Dose 7",1
"2023-08-27","2023-09-02","ON",,"Dose 8",0
"2023-09-03","2023-09-09","ON",,"Dose 1",5
"2023-09-03","2023-09-09","ON",,"Dose 2",0
"2023-09-03","2023-09-09","ON",,"Dose 3",2
"2023-09-03","2023-09-09","ON",,"Dose 4",0
"2023-09-03","2023-09-09","ON",,"Dose 5",4
"2023-09-03","2023-09-09","ON",,"Dose 6",17
"2023-09-03","2023-09-09","ON",,"Dose 7",2
"2023-09-03","2023-09-09","ON",,"Dose 8",0
"2023-09-10","2023-09-16","ON",,"Dose 1",6
"2023-09-10","2023-09-16","ON",,"Dose 2",0
"2023-09-10","2023-09-16","ON",,"Dose 3",3
"2023-09-10","2023-09-16","ON",,"Dose 4",0
"2023-09-10","2023-09-16","ON",,"Dose 5",6
"2023-09-10","2023-09-16","ON",,"Dose 6",9
"2023-09-10","2023-09-16","ON",,"Dose 7",1
"2023-09-10","2023-09-16","ON",,"Dose 8",0
"2023-09-17","2023-09-23","ON",,"Dose 1",6
"2023-09-17","2023-09-23","ON",,"Dose 2",5
"2023-09-17","2023-09-23","ON",,"Dose 3",10
"2023-09-17","2023-09-23","ON",,"Dose 4",2
"2023-09-17","2023-09-23","ON",,"Dose 5",2
"2023-09-17","2023-09-23","ON",,"Dose 6",17
"2023-09-17","2023-09-23","ON",,"Dose 7",3
"2023-09-17","2023-09-23","ON",,"Dose 8",0
"2023-09-24","2023-09-30","ON",,"Dose 1",2
"2023-09-24","2023-09-30","ON",,"Dose 2",0
"2023-09-24","2023-09-30","ON",,"Dose 3",2
"2023-09-24","2023-09-30","ON",,"Dose 4",2
"2023-09-24","2023-09-30","ON",,"Dose 5",7
"2023-09-24","2023-09-30","ON",,"Dose 6",5
"2023-09-24","2023-09-30","ON",,"Dose 7",6
"2023-09-24","2023-09-30","ON",,"Dose 8",0
"2023-10-01","2023-10-07","ON",,"Dose 1",6
"2023-10-01","2023-10-07","ON",,"Dose 2",5
"2023-10-01","2023-10-07","ON",,"Dose 3",14
"2023-10-01","2023-10-07","ON",,"Dose 4",59
"2023-10-01","2023-10-07","ON",,"Dose 5",185
"2023-10-01","2023-10-07","ON",,"Dose 6",460
"2023-10-01","2023-10-07","ON",,"Dose 7",165
"2023-10-01","2023-10-07","ON",,"Dose 8",5
"2023-10-08","2023-10-14","ON",,"Dose 1",13
"2023-10-08","2023-10-14","ON",,"Dose 2",5
"2023-10-08","2023-10-14","ON",,"Dose 3",22
"2023-10-08","2023-10-14","ON",,"Dose 4",116
"2023-10-08","2023-10-14","ON",,"Dose 5",358
"2023-10-08","2023-10-14","ON",,"Dose 6",747
"2023-10-08","2023-10-14","ON",,"Dose 7",455
"2023-10-08","2023-10-14","ON",,"Dose 8",8
"2023-10-15","2023-10-21","ON",,"Dose 1",27
"2023-10-15","2023-10-21","ON",,"Dose 2",11
"2023-10-15","2023-10-21","ON",,"Dose 3",68
"2023-10-15","2023-10-21","ON",,"Dose 4",260
"2023-10-15","2023-10-21","ON",,"Dose 5",830
"2023-10-15","2023-10-21","ON",,"Dose 6",1414
"2023-10-15","2023-10-21","ON",,"Dose 7",576
"2023-10-15","2023-10-21","ON",,"Dose 8",8
"2023-10-22","2023-10-28","ON",,"Dose 1",26
"2023-10-22","2023-10-28","ON",,"Dose 2",14
"2023-10-22","2023-10-28","ON",,"Dose 3",58
"2023-10-22","2023-10-28","ON",,"Dose 4",279
"2023-10-22","2023-10-28","ON",,"Dose 5",1034
"2023-10-22","2023-10-28","ON",,"Dose 6",1770
"2023-10-22","2023-10-28","ON",,"Dose 7",975
"2023-10-22","2023-10-28","ON",,"Dose 8",7
"2023-10-29","2023-11-04","ON",,"Dose 1",38
"2023-10-29","2023-11-04","ON",,"Dose 2",12
"2023-10-29","2023-11-04","ON",,"Dose 3",98
"2023-10-29","2023-11-04","ON",,"Dose 4",342
"2023-10-29","2023-11-04","ON",,"Dose 5",1315
"2023-10-29","2023-11-04","ON",,"Dose 6",1664
"2023-10-29","2023-11-04","ON",,"Dose 7",799
"2023-10-29","2023-11-04","ON",,"Dose 8",4
"2020-12-13","2020-12-19","ON",,"Dose 1",0
"2020-12-13","2020-12-19","ON",,"Dose 2",0
"2020-12-13","2020-12-19","ON",,"Dose 3",0
"2020-12-13","2020-12-19","ON",,"Dose 4",0
"2020-12-13","2020-12-19","ON",,"Dose 5",0
"2020-12-13","2020-12-19","ON",,"Dose 6",0
"2020-12-13","2020-12-19","ON",,"Dose 7",0
"2020-12-13","2020-12-19","ON",,"Dose 8",0
"2020-12-20","2020-12-26","ON",,"Dose 1",0
"2020-12-20","2020-12-26","ON",,"Dose 2",0
"2020-12-20","2020-12-26","ON",,"Dose 3",0
"2020-12-20","2020-12-26","ON",,"Dose 4",0
"2020-12-20","2020-12-26","ON",,"Dose 5",0
"2020-12-20","2020-12-26","ON",,"Dose 6",0
"2020-12-20","2020-12-26","ON",,"Dose 7",0
"2020-12-20","2020-12-26","ON",,"Dose 8",0
"2020-12-27","2021-01-02","ON",,"Dose 1",0
"2020-12-27","2021-01-02","ON",,"Dose 2",0
"2020-12-27","2021-01-02","ON",,"Dose 3",0
"2020-12-27","2021-01-02","ON",,"Dose 4",0
"2020-12-27","2021-01-02","ON",,"Dose 5",0
"2020-12-27","2021-01-02","ON",,"Dose 6",0
"2020-12-27","2021-01-02","ON",,"Dose 7",0
"2020-12-27","2021-01-02","ON",,"Dose 8",0
"2021-01-03","2021-01-09","ON",,"Dose 1",0
"2021-01-03","2021-01-09","ON",,"Dose 2",0
"2021-01-03","2021-01-09","ON",,"Dose 3",0
"2021-01-03","2021-01-09","ON",,"Dose 4",0
"2021-01-03","2021-01-09","ON",,"Dose 5",0
"2021-01-03","2021-01-09","ON",,"Dose 6",0
"2021-01-03","2021-01-09","ON",,"Dose 7",0
"2021-01-03","2021-01-09","ON",,"Dose 8",0
"2021-01-10","2021-01-16","ON",,"Dose 1",0
"2021-01-10","2021-01-16","ON",,"Dose 2",0
"2021-01-10","2021-01-16","ON",,"Dose 3",0
"2021-01-10","2021-01-16","ON",,"Dose 4",0
"2021-01-10","2021-01-16","ON",,"Dose 5",0
"2021-01-10","2021-01-16","ON",,"Dose 6",0
"2021-01-10","2021-01-16","ON",,"Dose 7",0
"2021-01-10","2021-01-16","ON",,"Dose 8",0
"2021-01-17","2021-01-23","ON",,"Dose 1",0
"2021-01-17","2021-01-23","ON",,"Dose 2",0
"2021-01-17","2021-01-23","ON",,"Dose 3",0
"2021-01-17","2021-01-23","ON",,"Dose 4",0
"2021-01-17","2021-01-23","ON",,"Dose 5",0
"2021-01-17","2021-01-23","ON",,"Dose 6",0
"2021-01-17","2021-01-23","ON",,"Dose 7",0
"2021-01-17","2021-01-23","ON",,"Dose 8",0
"2021-01-24","2021-01-30","ON",,"Dose 1",329
"2021-01-24","2021-01-30","ON",,"Dose 2",0
"2021-01-24","2021-01-30","ON",,"Dose 3",0
"2021-01-24","2021-01-30","ON",,"Dose 4",0
"2021-01-24","2021-01-30","ON",,"Dose 5",0
"2021-01-24","2021-01-30","ON",,"Dose 6",0
"2021-01-24","2021-01-30","ON",,"Dose 7",0
"2021-01-24","2021-01-30","ON",,"Dose 8",0
"2021-01-31","2021-02-06","ON",,"Dose 1",0
"2021-01-31","2021-02-06","ON",,"Dose 2",0
"2021-01-31","2021-02-06","ON",,"Dose 3",0
"2021-01-31","2021-02-06","ON",,"Dose 4",0
"2021-01-31","2021-02-06","ON",,"Dose 5",0
"2021-01-31","2021-02-06","ON",,"Dose 6",0
"2021-01-31","2021-02-06","ON",,"Dose 7",0
"2021-01-31","2021-02-06","ON",,"Dose 8",0
"2021-02-07","2021-02-13","ON",,"Dose 1",0
"2021-02-07","2021-02-13","ON",,"Dose 2",0
"2021-02-07","2021-02-13","ON",,"Dose 3",0
"2021-02-07","2021-02-13","ON",,"Dose 4",0
"2021-02-07","2021-02-13","ON",,"Dose 5",0
"2021-02-07","2021-02-13","ON",,"Dose 6",0
"2021-02-07","2021-02-13","ON",,"Dose 7",0
"2021-02-07","2021-02-13","ON",,"Dose 8",0
"2021-02-14","2021-02-20","ON",,"Dose 1",0
"2021-02-14","2021-02-20","ON",,"Dose 2",0
"2021-02-14","2021-02-20","ON",,"Dose 3",0
"2021-02-14","2021-02-20","ON",,"Dose 4",0
"2021-02-14","2021-02-20","ON",,"Dose 5",0
"2021-02-14","2021-02-20","ON",,"Dose 6",0
"2021-02-14","2021-02-20","ON",,"Dose 7",0
"2021-02-14","2021-02-20","ON",,"Dose 8",0
"2021-02-21","2021-02-27","ON",,"Dose 1",7
"2021-02-21","2021-02-27","ON",,"Dose 2",316
"2021-02-21","2021-02-27","ON",,"Dose 3",0
"2021-02-21","2021-02-27","ON",,"Dose 4",0
"2021-02-21","2021-02-27","ON",,"Dose 5",0
"2021-02-21","2021-02-27","ON",,"Dose 6",0
"2021-02-21","2021-02-27","ON",,"Dose 7",0
"2021-02-21","2021-02-27","ON",,"Dose 8",0
"2021-02-28","2021-03-06","ON",,"Dose 1",577
"2021-02-28","2021-03-06","ON",,"Dose 2",4
"2021-02-28","2021-03-06","ON",,"Dose 3",0
"2021-02-28","2021-03-06","ON",,"Dose 4",0
"2021-02-28","2021-03-06","ON",,"Dose 5",0
"2021-02-28","2021-03-06","ON",,"Dose 6",0
"2021-02-28","2021-03-06","ON",,"Dose 7",0
"2021-02-28","2021-03-06","ON",,"Dose 8",0
"2021-03-07","2021-03-13","ON",,"Dose 1",552
"2021-03-07","2021-03-13","ON",,"Dose 2",0
"2021-03-07","2021-03-13","ON",,"Dose 3",0
"2021-03-07","2021-03-13","ON",,"Dose 4",0
"2021-03-07","2021-03-13","ON",,"Dose 5",0
"2021-03-07","2021-03-13","ON",,"Dose 6",0
"2021-03-07","2021-03-13","ON",,"Dose 7",0
"2021-03-07","2021-03-13","ON",,"Dose 8",0
"2021-03-14","2021-03-20","ON",,"Dose 1",1220
"2021-03-14","2021-03-20","ON",,"Dose 2",1
"2021-03-14","2021-03-20","ON",,"Dose 3",0
"2021-03-14","2021-03-20","ON",,"Dose 4",0
"2021-03-14","2021-03-20","ON",,"Dose 5",0
"2021-03-14","2021-03-20","ON",,"Dose 6",0
"2021-03-14","2021-03-20","ON",,"Dose 7",0
"2021-03-14","2021-03-20","ON",,"Dose 8",0
"2021-03-21","2021-03-27","ON",,"Dose 1",876
"2021-03-21","2021-03-27","ON",,"Dose 2",0
"2021-03-21","2021-03-27","ON",,"Dose 3",0
"2021-03-21","2021-03-27","ON",,"Dose 4",0
"2021-03-21","2021-03-27","ON",,"Dose 5",0
"2021-03-21","2021-03-27","ON",,"Dose 6",0
"2021-03-21","2021-03-27","ON",,"Dose 7",0
"2021-03-21","2021-03-27","ON",,"Dose 8",0
"2021-03-28","2021-04-03","ON",,"Dose 1",1597
"2021-03-28","2021-04-03","ON",,"Dose 2",56
"2021-03-28","2021-04-03","ON",,"Dose 3",0
"2021-03-28","2021-04-03","ON",,"Dose 4",0
"2021-03-28","2021-04-03","ON",,"Dose 5",0
"2021-03-28","2021-04-03","ON",,"Dose 6",0
"2021-03-28","2021-04-03","ON",,"Dose 7",0
"2021-03-28","2021-04-03","ON",,"Dose 8",0
"2021-04-04","2021-04-10","ON",,"Dose 1",2480
"2021-04-04","2021-04-10","ON",,"Dose 2",12
"2021-04-04","2021-04-10","ON",,"Dose 3",0
"2021-04-04","2021-04-10","ON",,"Dose 4",0
"2021-04-04","2021-04-10","ON",,"Dose 5",0
"2021-04-04","2021-04-10","ON",,"Dose 6",0
"2021-04-04","2021-04-10","ON",,"Dose 7",0
"2021-04-04","2021-04-10","ON",,"Dose 8",0
"2021-04-11","2021-04-17","ON",,"Dose 1",3363
"2021-04-11","2021-04-17","ON",,"Dose 2",153
"2021-04-11","2021-04-17","ON",,"Dose 3",0
"2021-04-11","2021-04-17","ON",,"Dose 4",0
"2021-04-11","2021-04-17","ON",,"Dose 5",0
"2021-04-11","2021-04-17","ON",,"Dose 6",0
"2021-04-11","2021-04-17","ON",,"Dose 7",0
"2021-04-11","2021-04-17","ON",,"Dose 8",0
"2021-04-18","2021-04-24","ON",,"Dose 1",1011
"2021-04-18","2021-04-24","ON",,"Dose 2",2
"2021-04-18","2021-04-24","ON",,"Dose 3",0
"2021-04-18","2021-04-24","ON",,"Dose 4",0
"2021-04-18","2021-04-24","ON",,"Dose 5",0
"2021-04-18","2021-04-24","ON",,"Dose 6",0
"2021-04-18","2021-04-24","ON",,"Dose 7",0
"2021-04-18","2021-04-24","ON",,"Dose 8",0
"2021-04-25","2021-05-01","ON",,"Dose 1",2436
"2021-04-25","2021-05-01","ON",,"Dose 2",37
"2021-04-25","2021-05-01","ON",,"Dose 3",0
"2021-04-25","2021-05-01","ON",,"Dose 4",0
"2021-04-25","2021-05-01","ON",,"Dose 5",0
"2021-04-25","2021-05-01","ON",,"Dose 6",0
"2021-04-25","2021-05-01","ON",,"Dose 7",0
"2021-04-25","2021-05-01","ON",,"Dose 8",0
"2021-05-02","2021-05-08","ON",,"Dose 1",1791
"2021-05-02","2021-05-08","ON",,"Dose 2",41
"2021-05-02","2021-05-08","ON",,"Dose 3",0
"2021-05-02","2021-05-08","ON",,"Dose 4",0
"2021-05-02","2021-05-08","ON",,"Dose 5",0
"2021-05-02","2021-05-08","ON",,"Dose 6",0
"2021-05-02","2021-05-08","ON",,"Dose 7",0
"2021-05-02","2021-05-08","ON",,"Dose 8",0
"2021-05-09","2021-05-15","ON",,"Dose 1",1238
"2021-05-09","2021-05-15","ON",,"Dose 2",32
"2021-05-09","2021-05-15","ON",,"Dose 3",0
"2021-05-09","2021-05-15","ON",,"Dose 4",0
"2021-05-09","2021-05-15","ON",,"Dose 5",0
"2021-05-09","2021-05-15","ON",,"Dose 6",0
"2021-05-09","2021-05-15","ON",,"Dose 7",0
"2021-05-09","2021-05-15","ON",,"Dose 8",0
"2021-05-16","2021-05-22","ON",,"Dose 1",1455
"2021-05-16","2021-05-22","ON",,"Dose 2",636
"2021-05-16","2021-05-22","ON",,"Dose 3",0
"2021-05-16","2021-05-22","ON",,"Dose 4",0
"2021-05-16","2021-05-22","ON",,"Dose 5",0
"2021-05-16","2021-05-22","ON",,"Dose 6",0
"2021-05-16","2021-05-22","ON",,"Dose 7",0
"2021-05-16","2021-05-22","ON",,"Dose 8",0
"2021-05-23","2021-05-29","ON",,"Dose 1",221
"2021-05-23","2021-05-29","ON",,"Dose 2",627
"2021-05-23","2021-05-29","ON",,"Dose 3",0
"2021-05-23","2021-05-29","ON",,"Dose 4",0
"2021-05-23","2021-05-29","ON",,"Dose 5",0
"2021-05-23","2021-05-29","ON",,"Dose 6",0
"2021-05-23","2021-05-29","ON",,"Dose 7",0
"2021-05-23","2021-05-29","ON",,"Dose 8",0
"2021-05-30","2021-06-05","ON",,"Dose 1",1642
"2021-05-30","2021-06-05","ON",,"Dose 2",122
"2021-05-30","2021-06-05","ON",,"Dose 3",0
"2021-05-30","2021-06-05","ON",,"Dose 4",0
"2021-05-30","2021-06-05","ON",,"Dose 5",0
"2021-05-30","2021-06-05","ON",,"Dose 6",0
"2021-05-30","2021-06-05","ON",,"Dose 7",0
"2021-05-30","2021-06-05","ON",,"Dose 8",0
"2021-06-06","2021-06-12","ON",,"Dose 1",332
"2021-06-06","2021-06-12","ON",,"Dose 2",3120
"2021-06-06","2021-06-12","ON",,"Dose 3",0
"2021-06-06","2021-06-12","ON",,"Dose 4",0
"2021-06-06","2021-06-12","ON",,"Dose 5",0
"2021-06-06","2021-06-12","ON",,"Dose 6",0
"2021-06-06","2021-06-12","ON",,"Dose 7",0
"2021-06-06","2021-06-12","ON",,"Dose 8",0
"2021-06-13","2021-06-19","ON",,"Dose 1",394
"2021-06-13","2021-06-19","ON",,"Dose 2",3806
"2021-06-13","2021-06-19","ON",,"Dose 3",0
"2021-06-13","2021-06-19","ON",,"Dose 4",0
"2021-06-13","2021-06-19","ON",,"Dose 5",0
"2021-06-13","2021-06-19","ON",,"Dose 6",0
"2021-06-13","2021-06-19","ON",,"Dose 7",0
"2021-06-13","2021-06-19","ON",,"Dose 8",0
"2021-06-20","2021-06-26","ON",,"Dose 1",240
"2021-06-20","2021-06-26","ON",,"Dose 2",3761
"2021-06-20","2021-06-26","ON",,"Dose 3",0
"2021-06-20","2021-06-26","ON",,"Dose 4",0
"2021-06-20","2021-06-26","ON",,"Dose 5",0
"2021-06-20","2021-06-26","ON",,"Dose 6",0
"2021-06-20","2021-06-26","ON",,"Dose 7",0
"2021-06-20","2021-06-26","ON",,"Dose 8",0
"2021-06-27","2021-07-03","ON",,"Dose 1",186
"2021-06-27","2021-07-03","ON",,"Dose 2",2787
"2021-06-27","2021-07-03","ON",,"Dose 3",0
"2021-06-27","2021-07-03","ON",,"Dose 4",0
"2021-06-27","2021-07-03","ON",,"Dose 5",0
"2021-06-27","2021-07-03","ON",,"Dose 6",0
"2021-06-27","2021-07-03","ON",,"Dose 7",0
"2021-06-27","2021-07-03","ON",,"Dose 8",0
"2021-07-04","2021-07-10","ON",,"Dose 1",211
"2021-07-04","2021-07-10","ON",,"Dose 2",1977
"2021-07-04","2021-07-10","ON",,"Dose 3",0
"2021-07-04","2021-07-10","ON",,"Dose 4",0
